,id,avg_likes_per_orig_tweet,avg_retweets_per_orig_tweet,following_count,followers_count,female_pct_follower,female_pct_friend,twitter,gender,asstprof,assocprof,prof,academic,yrs_on_twitter,origtweets_year,new_following_year,followers_year,orig_likes_year,orig_rt_year,follower_to_following_ratio
529,529,3.558219178,1.859756098,697,268,0.655172414,0.556358382,1,female,1,0,0,1,2.5,182,278.8,107.2,647.5959,338.47562,0.38450503
530,530,1.763636364,2.482758621,771,564,0.48,0.368351064,1,male,1,0,0,1,5.0833335,20.459017,151.67213,110.95082,36.082268,50.7948,0.7315175
531,531,3.392712551,2.108247423,780,584,0.620183486,0.608695652,1,female,1,0,0,1,9.583333,50.29565,81.391304,60.93913,170.63869,106.035675,0.74871796
532,532,4.006807352,2.394904459,1011,1443,0.486988848,0.494918699,1,female,0,0,0,,3.9166667,491.23404,258.12766,368.42554,1968.2802,1176.4586,1.4272997
533,533,3.899082569,3.651162791,725,793,0.451882845,0.342696629,1,male,1,0,0,1,1.6666666,499.2,435,475.8,1946.4221,1822.6605,1.0937932
534,534,4.375746714,3.631897203,332,6060,0.588649706,0.739130435,1,male,0,0,0,,7.25,354.34482,45.793102,835.86206,1550.5232,1286.944,18.253012
535,535,4.692307692,3.423076923,295,195,0.460122699,0.355172414,1,female,0,0,0,,3.25,28.615385,90.76923,60,134.27219,97.95267,0.66101694
536,536,1,0,0,1,1,,1,male,1,0,0,1,3.25,0.9230769,0,0.30769232,0.9230769,0,
537,537,1.666666667,1,18,35,0.407407407,0.466666667,1,male,0,0,0,,7.25,2.4827585,2.4827585,4.827586,4.137931,2.4827585,1.9444444
538,538,3.363636364,2.125,516,140,0.760869565,0.699805068,1,female,0,0,0,,2.5,19.6,206.4,56,65.92728,41.65,0.27131784
539,539,5.307692308,3.125,74,57,0.736842105,0.693333333,1,female,0,1,0,1,1.75,9.714286,42.285713,32.57143,51.56044,30.357143,0.7702703
540,540,3.356020942,2.309677419,277,728,0.347058824,0.343283582,1,male,1,0,0,1,5.8333335,71.65714,47.485714,124.8,240.48286,165.50488,2.6281588
541,541,2.858823529,1.861702128,60,332,0.641935484,0.55,1,male,0,0,0,,7.1666665,44.372093,8.372093,46.32558,126.85198,82.60762,5.5333333
542,542,2.5,1,65,52,0.619047619,0.53125,1,female,1,0,0,1,6.8333335,1.902439,9.512196,7.609756,4.7560973,1.902439,0.8
543,543,2.526315789,1.7,196,109,0.519607843,0.598958333,1,female,1,0,0,1,3,10.333333,65.333336,36.333332,26.105263,17.566666,0.5561224
544,544,3.590517241,2.773584906,472,1074,0.524974516,0.41356674,1,male,0,0,1,1,7.1666665,53.162792,65.860466,149.86046,190.88193,147.45152,2.2754238
545,545,3.13372093,2.40952381,197,429,0.594527363,0.556149733,1,male,0,0,1,1,6.6666665,46.35,29.55,64.35,145.24796,111.68143,2.177665
546,546,1.810810811,1.833333333,111,20,0.578947368,0.62037037,1,female,0,1,0,1,3.1666667,25.894737,35.05263,6.3157897,46.89047,47.473686,0.18018018
547,547,17.70375723,14.89422135,312,19141,0.419318718,0.230031949,1,male,0,0,1,1,9.583333,163.51305,32.556522,1997.3218,2894.7952,2435.3994,61.349358
548,548,2,0,102,48,0.458333333,0.294117647,1,male,1,0,0,1,6.4166665,1.2467532,15.896104,7.4805193,2.4935064,0,0.47058824
549,549,5.056701031,2.955307263,45,655,0.335,0.2,1,male,0,0,1,1,3.1666667,158.21053,14.210526,206.8421,800.0233,467.56073,14.555555
550,550,6,5.333333333,27,97,0.521276596,0.407407407,1,male,0,0,1,1,5.1666665,1.1612903,5.225806,18.774193,6.967742,6.193548,3.5925925
551,551,2.243902439,2.037037037,129,128,0.712,0.705426357,1,female,0,0,1,1,7.1666665,11.581395,18,17.860466,25.98752,23.59173,0.99224806
552,552,4.515789474,3.318681319,2692,5120,0.417138068,0.511476664,1,male,0,0,1,1,3.1666667,79.57895,850.1053,1616.8422,359.3618,264.09717,1.9019316
553,553,5.742857143,3.830985915,422,831,0.389527458,0.345498783,1,male,1,0,0,1,6.0833335,51.28767,69.369865,136.60274,294.53775,196.48235,1.9691943
554,554,1.63963964,1.590330789,1432,2264,0.513757116,0.518701482,1,male,0,0,0,,9.583333,169.04347,149.42609,236.24348,277.17038,268.83505,1.5810056
555,555,18.67885117,16.11497326,930,5815,0.421922492,0.452173913,1,male,0,0,1,1,3.0833333,130.7027,301.6216,1885.9459,2441.3762,2106.2705,6.2526884
556,556,1,0,47,53,0.583333333,0.730769231,1,female,1,0,0,1,0.6666667,1.5,70.5,79.5,1.5,0,1.1276596
557,557,1.5,1,48,30,0.586206897,0.382978723,1,male,0,0,1,1,3.1666667,1.2631578,15.157895,9.473684,1.8947368,1.2631578,0.625
558,558,6.28,5.619047619,60,321,0.335548173,0.285714286,1,female,1,0,0,1,3.1666667,9.789474,18.947369,101.36842,61.477894,55.00752,5.35
559,559,1.755102041,1.363636364,151,98,0.714285714,0.628787879,1,female,0,0,1,1,3.1666667,25.578947,47.68421,30.947369,44.89366,34.880383,0.6490066
560,560,3.721518987,1.717391304,390,256,0.744588745,0.683377309,1,female,0,1,0,1,3,42.666668,130,85.333336,158.78482,73.27537,0.6564103
561,561,3.948905109,2.804878049,538,420,0.55308642,0.412313433,1,male,1,0,0,1,3.1666667,69.47369,169.89473,132.63158,274.345,194.86522,0.78066915
562,562,3.222222222,1.695652174,131,183,0.6,0.507936508,1,female,0,1,0,1,5.8333335,10.6285715,22.457144,31.37143,34.24762,18.02236,1.3969465
563,563,3.962566845,2.034090909,489,984,0.409292035,0.290721649,1,male,0,0,0,,2.5,192,195.6,393.6,760.8128,390.54544,2.01227
564,564,1.612716763,1.939393939,239,591,0.261111111,,1,female,1,0,0,1,7.0833335,171.52942,33.741177,83.435295,276.62836,332.66312,2.4728034
565,565,4.166666667,3.8,89,42,0.615384615,0.404494382,1,male,0,0,1,1,6.5,1.6923077,13.692307,6.4615383,7.051282,6.4307694,0.47191012
566,566,3.063492063,3.220430108,111,629,0.685908319,0.708737864,1,female,0,0,0,,7.0833335,42.91765,15.6705885,88.8,131.47787,138.21329,5.6666665
567,567,1,0,545,331,0.412337662,0.415841584,1,male,0,0,0,,9.583333,1.6695652,56.869564,34.53913,1.6695652,0,0.60733944
568,568,7.205128205,4.655172414,340,536,0.806640625,0.842900302,1,female,0,1,0,1,3.0833333,15.567568,110.27027,173.83784,112.16632,72.46971,1.5764706
569,569,6.007915567,3.730769231,407,1334,0.338487973,0.275064267,1,male,1,0,0,1,9.583333,78.67826,42.469566,139.2,472.69235,293.53043,3.2776413
570,570,0,0,14,29,0.8,0.615384615,1,female,0,1,0,1,9.5,0.42105263,1.4736842,3.0526316,0,0,2.0714285
571,571,3.25,1.740740741,95,122,0.704347826,0.638297872,1,female,1,0,0,1,3.0833333,32.432434,30.81081,39.567566,105.40541,56.45646,1.2842106
572,572,1.333333333,0,56,5,0.4,0.345454545,1,female,0,0,1,1,3.0833333,1.6216216,18.162163,1.6216216,2.162162,0,0.08928572
573,573,14.91489362,6.323529412,89,287,0.527472527,0.431818182,1,female,0,0,1,1,4.8333335,11.172414,18.413794,59.37931,166.63536,70.649086,3.224719
574,574,1.845814978,1.737190083,210,475,0.706140351,0.7,1,female,0,0,0,,3.0833333,763.4595,68.10811,154.05405,1409.205,1326.2742,2.2619047
575,575,4.96460177,2.824074074,156,187,0.596590909,0.333333333,1,male,0,0,0,,2.8333333,120,55.058823,66,595.7522,338.8889,1.198718
576,576,0,0,9,13,0.461538462,0.222222222,1,female,0,1,0,1,5,0,1.8,2.6,0,0,1.4444444
577,577,7.105263158,5.684210526,9,427,0.652173913,0.333333333,1,male,0,0,1,1,7,3.4285715,1.2857143,61,24.360903,19.488722,47.444443
578,578,1.875,1.888888889,250,293,0.538461538,0.510204082,1,female,1,0,0,1,6.4166665,5.922078,38.96104,45.66234,11.103896,11.186148,1.172
579,579,1.666666667,1.923076923,252,177,0.426751592,0.38,1,female,0,0,1,1,7,14.285714,36,25.285715,23.809525,27.472527,0.70238096
580,580,1.846153846,2.5,1889,633,0.748726655,0.512560128,1,male,0,0,1,1,7,2.857143,269.85715,90.42857,5.2747254,7.1428576,0.33509794
581,581,5.6,3.061403509,601,375,0.76203966,0.738675958,1,female,1,0,0,1,3.0833333,87.567566,194.91891,121.62162,490.37836,268.07965,0.6239601
582,582,9.352941176,3.230769231,50,124,0.783333333,0.8,1,female,0,0,1,1,2,11.5,25,62,107.55882,37.153847,2.48
583,583,2.438297872,1.648351648,2245,652,0.496732026,0.456767768,1,male,1,0,0,1,7,110.28571,320.7143,93.14286,268.90942,181.78964,0.29042315
584,584,6.88372093,4.585185185,479,1593,0.371838688,0.355603448,1,female,1,0,0,1,7.0833335,46.164707,67.62353,224.89412,317.78497,211.67374,3.3256786
585,585,2.333333333,1,123,102,0.471910112,0.485714286,1,male,0,1,0,1,6,1,20.5,17,2.3333333,1,0.8292683
586,586,16.73684211,12.0952381,491,174,0.339506173,0.32278481,1,male,1,0,0,1,6.5833335,97.21519,74.582275,26.43038,1627.0752,1175.8408,0.35437882
587,587,4.587064677,4.125,246,335,0.618892508,0.592274678,1,female,0,1,0,1,7,51.714287,35.142857,47.857143,237.21678,213.32143,1.3617886
588,588,2.678571429,1.444444444,157,144,0.708029197,0.728571429,1,female,1,0,0,1,4.5833335,10.909091,34.254547,31.418182,29.22078,15.757576,0.91719747
589,589,8.526244953,6.101244813,487,7247,0.499519385,0.328512397,1,male,1,0,0,1,8.833333,229.5849,55.132076,820.4151,1957.4971,1400.7537,14.880903
590,590,1.944444444,1.5,196,49,0.6,0.650246305,1,female,1,0,0,1,7.75,6.580645,25.290323,6.322581,12.795699,9.870968,0.25
591,591,1.692307692,0,49,23,0.818181818,0.734693878,1,male,0,0,0,,3,13,16.333334,7.6666665,22,0,0.46938777
592,592,4.609022556,3.621052632,38,366,0.325373134,0.394736842,1,male,0,0,0,,3.75,48.8,10.133333,97.6,224.9203,176.70737,9.631579
593,593,0,2,120,66,0.390625,0.367521368,1,female,0,0,1,1,4.5,2.6666667,26.666666,14.666667,0,5.3333335,0.55
594,594,5.435897436,4.625,35,541,0.427722772,0.235294118,1,female,0,0,0,,3,15.333333,11.666667,180.33333,83.350426,70.916664,15.457143
595,595,6.09556314,2.4875,412,671,0.7484375,0.721804511,1,female,0,0,1,1,3,123.666664,137.33333,223.66667,753.81793,307.62082,1.6286408
596,596,1,0,34,24,0.523809524,0.454545455,1,female,0,0,0,,1.5833334,0.6315789,21.473684,15.157895,0.6315789,0,0.7058824
597,597,1.823529412,1.470588235,59,59,0.631578947,0.473684211,1,female,1,0,0,1,3,17.333334,19.666666,19.666666,31.607843,25.490196,1
598,598,1.5,2,20,184,0.488235294,0.277777778,1,male,0,1,0,1,9.5,0.31578946,2.1052632,19.368422,0.4736842,0.6315789,9.2
599,599,1.5,1.125,197,41,0.333333333,0.537688442,1,male,0,0,0,,6.5,9.230769,30.307692,6.3076925,13.846153,10.384615,0.20812182
600,600,2.481481481,2.166666667,122,43,0.536585366,0.266666667,1,male,0,0,0,,6.9166665,9.686747,17.638554,6.2168674,24.037483,20.987951,0.352459
601,601,2.821366025,1.933161954,614,1289,0.611253197,0.632107023,1,female,1,0,0,1,6.9166665,272.09637,88.77109,186.36145,767.6835,526.00635,2.0993485
602,602,3.087016575,3.217687075,757,2141,0.503027245,0.369593709,1,female,0,0,0,,4.9166665,273.9661,153.9661,435.45764,845.73785,881.5372,2.8282695
603,603,2.321875,2.893162393,563,752,0.28962536,0.235514019,1,female,1,0,0,1,6.5833335,317.46835,85.51899,114.22785,737.1218,918.4875,1.3357016
604,604,12.98300395,9.393023256,1992,4493,0.548750612,0.4531893,1,male,0,0,0,,6.9166665,401.20483,288,649.59033,5208.8438,3768.5264,2.255522
605,605,2.336134454,2.048192771,225,225,0.613207547,0.627802691,1,female,0,0,0,,9.5,40.94737,23.68421,23.68421,95.65856,83.8681,1
606,606,1.56185567,1.609756098,291,249,0.268595041,0.195121951,1,male,0,0,0,,6.6666665,169.8,43.65,37.35,265.2031,273.33658,0.8556701
607,607,2.452380952,1.416666667,799,1707,0.471576227,0.450632911,1,male,0,0,1,1,6.9166665,30.650602,115.518074,246.79518,75.166954,43.421688,2.1364205
608,608,4.315789474,2.210526316,82,61,0.85483871,0.902439024,1,female,1,0,0,1,6.75,8.296296,12.148149,9.037037,35.80507,18.33918,0.74390244
609,609,0,0,9,77,0.220779221,0,1,male,1,0,0,1,1.75,0,5.142857,44,0,0,8.555555
610,610,1.628865979,1.819672131,338,124,0.674796748,0.708333333,1,male,1,0,0,1,6.5833335,151.59494,51.341774,18.835443,246.92784,275.8531,0.3668639
611,611,10.75,9,38,64,0.655737705,0.552631579,1,male,1,0,0,1,2.75,5.090909,13.818182,23.272728,54.727272,45.81818,1.6842105
612,612,1.25,1.25,37,92,0.24137931,0.27027027,1,male,0,0,0,,8.583333,42.640778,4.3106794,10.718447,53.300972,53.300972,2.4864864
613,613,3.031428571,1.643835616,727,332,0.482866044,0.459944751,1,female,1,0,0,1,2.9166667,130.97144,249.25714,113.828575,397.03055,215.29552,0.45667124
614,614,1,1,13,45,0.512820513,0.538461538,1,female,0,0,1,1,8.833333,0.2264151,1.4716982,5.09434,0.2264151,0.2264151,3.4615386
615,615,3.621621622,1.948453608,154,318,0.543046358,0.503267974,1,female,0,1,0,1,6.5833335,24.759493,23.392405,48.3038,89.66952,48.24272,2.064935
616,616,2.709677419,2.555555556,99,183,0.753012048,0.510204082,1,female,0,0,1,1,9.416667,12.849558,10.513274,19.433628,34.818157,32.83776,1.8484849
617,617,3.008658009,2.647826087,558,484,0.637744035,0.647912886,1,female,1,0,0,1,2.9166667,235.88571,191.31429,165.94286,709.69946,624.58435,0.86738354
618,618,5.299175501,3.064159292,517,1158,0.493470149,0.473477407,1,male,0,1,0,1,2.9166667,355.8857,177.25714,397.02856,1885.9009,1090.4905,2.2398453
619,619,6.48,5.822222222,62,115,0.703703704,0.666666667,1,male,0,0,1,1,2.9166667,48.342857,21.257143,39.42857,313.26172,281.46286,1.8548387
620,620,4,0,84,85,0.592592593,0.445783133,1,male,0,1,0,1,1.75,0.5714286,48,48.57143,2.2857144,0,1.0119047
621,621,4.231884058,2.68,339,227,0.46728972,0.403560831,1,female,1,0,0,1,2.9166667,28.457144,116.22857,77.828575,120.42733,76.265144,0.6696165
622,622,3.1,4.75,64,785,0.378340366,0.296875,1,male,0,1,0,1,5.3333335,3.1875,12,147.1875,9.88125,15.140625,12.265625
623,623,6.457048458,4.769366197,986,2560,0.544680851,0.567179487,1,female,0,1,0,1,6.8333335,338.4878,144.29268,374.63416,2185.632,1614.3722,2.596349
624,624,1.526315789,1.9,5,41,0.5,0.4,1,male,0,0,1,1,5.3333335,7.6875,0.9375,7.6875,11.733553,14.60625,8.2
625,625,1,3.5,29,21,0.75,0.689655172,1,female,0,1,0,1,2.75,0.72727275,10.545455,7.6363635,0.72727275,2.5454545,0.7241379
626,626,4.672413793,2.763157895,162,412,0.35883905,0.429487179,1,female,0,0,1,1,2.75,76,58.909092,149.81818,355.10345,210,2.5432098
627,627,1.785714286,1.25,198,66,0.672131148,0.434343434,1,female,1,0,0,1,5.1666665,14.129032,38.322582,12.774194,25.230415,17.66129,0.33333334
628,628,10.59375,5.71875,1873,1110,0.732654949,0.683870968,1,male,1,0,0,1,4.3333335,63.46154,432.23077,256.15384,672.2957,362.9207,0.5926321
629,629,2.777777778,1,60,22,0.333333333,0.4,1,male,1,0,0,1,6.75,3.7037036,8.888889,3.2592592,10.288066,3.7037036,0.36666667
630,630,6.179881657,5.274881517,295,1480,0.346097202,0.4,1,male,0,0,1,1,9.5,135.57895,31.052631,155.78947,837.8619,715.1629,5.016949
631,631,0,0,7,5,0,0.428571429,1,female,0,0,0,,1.6666666,0.6,4.2,3,0,0,0.71428573
632,632,2.666666667,2.5,46,101,0.489130435,0.466666667,1,male,0,0,1,1,6.6666665,1.35,6.9,15.15,3.6000001,3.375,2.1956522
633,633,6.654398564,4.904929577,319,1156,0.497247706,0.3875,1,female,0,1,0,1,3.8333333,458.08694,83.21739,301.56522,3048.2932,2246.8843,3.6238244
634,634,2.345794393,2.1,384,195,0.497206704,0.397849462,1,male,1,0,0,1,6,37.666668,64,32.5,88.35826,79.100006,0.5078125
635,635,1.333333333,1,91,46,0.522727273,0.528735632,1,male,0,0,1,1,1.9166666,2.0869565,47.47826,24,2.7826087,2.0869565,0.50549453
636,636,2.971563981,2.190283401,523,1214,0.526175688,0.519379845,1,female,0,0,0,,6.8333335,96.585365,76.53658,177.65854,287.00958,211.54932,2.3212237
637,637,0,0,8,214,0.541871921,0.625,1,male,0,0,1,1,6.8333335,0.14634146,1.1707317,31.317074,0,0,26.75
638,638,0,0,15,8,0.142857143,0.066666667,1,male,0,0,0,,1.5833334,0,9.473684,5.0526314,0,0,0.53333336
639,639,5.819672131,3.666666667,191,533,0.309664694,0.288770053,1,male,0,0,0,,6.5,23.846153,29.384615,82,138.7768,87.4359,2.790576
640,640,1.25,1,10,28,0.2,0.333333333,1,female,1,0,0,1,6.75,3.1111112,1.4814814,4.148148,3.8888888,3.1111112,2.8
641,641,2.924528302,1.352941176,427,531,0.619140625,0.570438799,1,female,0,0,1,1,3.4166667,24.878048,124.97561,155.41463,72.75655,33.658535,1.2435597
642,642,2.954022989,1.852941176,57,108,0.391304348,0.428571429,1,male,0,1,0,1,5.75,28.695652,9.913043,18.782608,84.76762,53.171356,1.8947369
643,643,9.617021277,5.736842105,280,964,0.366150442,0.361313869,1,female,0,1,0,1,6.5,12.615385,43.076923,148.3077,121.322426,72.372475,3.442857
644,644,2.666666667,1,176,93,0.632183908,0.540229885,1,female,0,1,0,1,7.3333335,9.272727,24,12.681818,24.727272,9.272727,0.52840906
645,645,3.769990128,1.933463796,730,837,0.655172414,0.603960396,1,female,0,1,0,1,6.75,239.11111,108.14815,124,901.44653,462.31268,1.1465753
646,646,3.146341463,2.31147541,37,461,0.677419355,0.405405405,1,male,0,0,1,1,5,25.4,7.4,92.2,79.91707,58.711475,12.459459
647,647,2.914583333,1.899653979,271,431,0.5075,0.379182156,1,male,0,0,0,,6.75,204.88889,40.148148,63.851852,597.1657,389.218,1.590406
648,648,3.1875,1,274,150,0.443661972,0.371323529,1,female,0,0,1,1,5,3.8,54.8,30,12.1125,3.8,0.54744524
649,649,3.796502385,3.051041667,785,1424,0.450906344,0.404392765,1,male,0,0,0,,5.25,368.7619,149.5238,271.2381,1400.0055,1125.1079,1.8140128
650,650,4.658536585,2.903225806,319,377,0.403508772,0.441558442,1,female,1,0,0,1,6.75,8.296296,47.25926,55.851852,38.648598,24.086021,1.1818181
651,651,5.842592593,2.911764706,289,423,0.522613065,0.410714286,1,male,0,0,1,1,5.1666665,25.161291,55.935482,81.870964,147.00717,73.263756,1.4636679
652,652,4.641791045,2.11827957,606,267,0.456431535,0.318718381,1,male,0,1,0,1,9.416667,44.495575,64.35398,28.353983,206.53915,94.25407,0.44059405
653,653,1.909090909,1.166666667,66,48,0.644444444,0.492537313,1,female,0,0,0,,4.3333335,8.538462,15.230769,11.076923,16.3007,9.961538,0.72727275
654,654,2.714285714,1.666666667,175,175,0.634482759,0.615384615,1,female,1,0,0,1,6.6666665,13.2,26.25,26.25,35.82857,22,1
655,655,3.298850575,2.232758621,359,542,0.483685221,0.405633803,1,male,0,0,1,1,4.5833335,59.345455,78.32727,118.25455,195.77179,132.50407,1.5097493
656,656,8,4,53,156,0.439189189,0.44,1,male,1,0,0,1,5.6666665,0.7058824,9.3529415,27.529411,5.647059,2.8235295,2.9433963
657,657,1.842105263,1.545454545,162,113,0.701923077,0.66875,1,female,0,0,0,,6.6666665,20.1,24.3,16.95,37.026318,31.063637,0.69753087
658,658,5.617647059,1.5,197,137,0.641221374,0.637755102,1,female,0,1,0,1,2,18,98.5,68.5,101.117645,27,0.6954315
659,659,1.72,1.666666667,44,108,0.854166667,0.904761905,1,female,0,1,0,1,6.6666665,8.7,6.6,16.2,14.964,14.5,2.4545455
660,660,6.61361015,3.767857143,1043,2252,0.387626873,0.376585366,1,female,1,0,0,1,6.6666665,161.1,156.45,337.8,1065.4526,607.00183,2.1591563
661,661,22.65765766,34.88636364,854,446,0.586698337,0.59478673,1,female,1,0,0,1,2.0833333,66.24,409.92,214.08,1500.8431,2310.8726,0.52224827
662,662,7.27007772,6.649122807,453,2388,0.37672209,0.312638581,1,male,1,0,0,1,5.5,454.36365,82.36364,434.18182,3303.259,3021.1196,5.271523
663,663,2.05643739,1.698275862,430,353,0.419753086,0.290865385,1,male,0,1,0,1,4.8333335,386.68967,88.965515,73.034485,795.20306,656.70575,0.82093024
664,664,1.333333333,0,46,13,0.7,0.282608696,1,female,0,0,0,,6.6666665,1.8,6.9,1.95,2.3999999,0,0.2826087
665,665,5.052631579,2.752941176,342,268,0.770992366,0.747159091,1,female,0,0,1,1,0.8333333,211.2,410.4,321.6,1067.1157,581.42114,0.7836257
666,666,5.023611111,4.528225806,3256,6011,0.57629279,0.546683838,1,male,0,1,0,1,9.416667,127.9646,345.7699,638.3363,642.84436,579.4526,1.8461303
667,667,3.517857143,3.35483871,117,111,0.385321101,0.232758621,1,male,0,0,1,1,6.0833335,24.821918,19.232876,18.246574,87.31996,83.27354,0.94871795
668,668,4.381355932,2.581081081,548,349,0.724137931,0.697026022,1,female,1,0,0,1,6.5833335,30.075949,83.24051,53.012657,131.77344,77.62846,0.6368613
669,669,1.894736842,2.2,86,164,0.583892617,0.524390244,1,female,1,0,0,1,6.6666665,11.55,12.9,24.6,21.88421,25.41,1.9069767
670,670,1.307692308,1.222222222,6,38,0.909090909,0.8,1,male,0,0,1,1,9.416667,2.2300885,0.63716817,4.035398,2.9162695,2.7256637,6.3333335
671,671,4.285472973,1.984126984,315,1911,0.474366197,0.45483871,1,female,0,1,0,1,8.583333,94.83495,36.699028,222.64078,406.41263,188.1646,6.0666666
672,672,1,0,90,21,0.666666667,0.460674157,1,female,0,1,0,1,9.416667,1.8053098,9.557522,2.2300885,1.8053098,0,0.23333333
673,673,3,3.75,8,203,0.180851064,0.375,1,male,0,0,0,,8.583333,0.93203884,0.93203884,23.650486,2.7961166,3.4951456,25.375
674,674,1.857142857,2,304,165,0.335526316,0.218855219,1,male,0,1,0,1,6.5,6.4615383,46.76923,25.384615,12,12.923077,0.5427632
675,675,0,0,40,9,0.875,0.717948718,1,male,1,0,0,1,1.1666666,0,34.285713,7.714286,0,0,0.225
676,676,4.237037037,2.046875,372,162,0.588957055,0.584210526,1,female,1,0,0,1,11.583333,24.08633,32.11511,13.985612,102.05467,49.30171,0.43548387
677,677,1.714285714,0,35,24,0.608695652,0.4,1,female,0,0,0,,3.0833333,10.054054,11.351352,7.783784,17.235521,0,0.6857143
678,678,2.537037037,2.571428571,18,343,0.608280255,0.647058824,1,male,0,0,1,1,6.5833335,15.49367,2.734177,52.101265,39.308014,39.840866,19.055555
679,679,1.935483871,1.80952381,153,282,0.450592885,0.489655172,1,male,1,0,0,1,6.5833335,15.797468,23.240507,42.83544,30.575745,28.585896,1.8431373
680,680,1.908026756,1.631578947,662,749,0.573654391,0.534992224,1,male,0,0,0,,6.8333335,257.12195,96.87805,109.60976,490.59555,419.51477,1.1314199
681,681,6.603773585,4.058823529,130,303,0.676229508,0.511811024,1,female,0,0,1,1,9.416667,16.77876,13.805309,32.17699,110.80314,68.10203,2.3307693
682,682,4.003501751,5.061095101,447,6705,0.434056761,0.424036281,1,male,0,0,1,1,6.5833335,438.83545,67.898735,1018.481,1756.8785,2220.988,15
683,683,2.083333333,1.933333333,415,698,0.68429003,0.635696822,1,female,0,0,1,1,6.5,24.76923,63.846153,107.38461,51.602562,47.887177,1.6819277
684,684,2.5,1,34,36,0.40625,0.558823529,1,male,1,0,0,1,3.25,2.1538463,10.461538,11.076923,5.384616,2.1538463,1.0588236
685,685,9.706081081,5.863636364,341,856,0.37124183,0.302941176,1,male,0,0,1,1,5.25,70.47619,64.95238,163.04762,684.0476,413.24673,2.510264
686,686,1.666666667,1,243,101,0.433333333,0.203463203,1,male,0,1,0,1,4.0833335,1.2244898,59.510204,24.734694,2.0408163,1.2244898,0.41563785
687,687,4.696428571,2.740384615,44,169,0.58490566,0.409090909,1,female,0,0,1,1,6.4166665,22.285715,6.857143,26.337662,104.66327,61.07143,3.840909
688,688,2.983870968,2.071428571,147,272,0.469879518,0.421768707,1,female,0,0,1,1,4.0833335,19.591837,36,66.61224,58.459515,40.58309,1.8503401
689,689,3.647435897,1.714285714,150,327,0.743243243,0.705479452,1,female,1,0,0,1,5.8333335,95.828575,25.714285,56.057144,349.5286,164.27756,2.18
690,690,2.589552239,1.797752809,466,596,0.700176367,0.737991266,1,male,0,1,0,1,6.4166665,34.753246,72.623375,92.88312,89.995346,62.477745,1.27897
691,691,2.982832618,2.402597403,77,551,0.30608365,0.285714286,1,male,0,0,1,1,6.4166665,63.74026,12,85.87013,190.12653,153.14218,7.155844
692,692,2.290598291,1.611111111,418,330,0.631578947,0.57,1,female,1,0,0,1,6.4166665,43.636364,65.14286,51.42857,99.953384,70.30303,0.7894737
693,693,3.579545455,1.721590909,408,476,0.668141593,0.6075,1,male,0,1,0,1,7.9166665,81.094734,51.536842,60.126316,290.2823,139.61195,1.1666666
694,694,1.363636364,1.375,41,79,0.552631579,0.5,1,male,1,0,0,1,5.3333335,16.875,7.6875,14.8125,23.011364,23.203125,1.9268292
695,695,4.103311258,2.122923588,1831,2020,0.565517241,0.600335383,1,female,1,0,0,1,5.6666665,203.29411,323.11765,356.47058,834.179,431.57788,1.1032223
696,696,4.661333333,2.526695527,71,3602,0.689184201,0.560606061,1,female,1,0,0,1,6.4166665,379.7922,11.064935,561.35065,1770.338,959.61926,50.732395
697,697,3.125,2.098360656,634,294,0.449814126,0.431089744,1,male,1,0,0,1,9.333333,36.535713,67.92857,31.5,114.1741,76.6651,0.4637224
698,698,2.486885246,1.818181818,212,330,0.556291391,,1,female,0,0,0,,6.4166665,184.67532,33.03896,51.42857,459.26633,335.77332,1.5566038
699,699,1.333333333,2.166666667,122,134,0.488188976,0.495867769,1,male,1,0,0,1,5.5,6.909091,22.181818,24.363636,9.212121,14.969697,1.0983607
700,700,1.753731343,1.5,1908,955,0.350109409,0.2704,1,female,0,0,0,,5.75,352.34784,331.82608,166.08696,617.92346,528.5217,0.5005241
701,701,3.594871795,2.44047619,265,448,0.324324324,0.319548872,1,male,0,1,0,1,6.75,52.296295,39.25926,66.37037,187.99847,127.62786,1.6905661
702,702,24.74666667,8.553571429,1437,3355,0.398169336,0.322057787,1,male,1,0,0,1,0.5833333,303.42856,2463.4285,5751.4287,7508.845,2595.398,2.3347251
703,703,7.334770889,5.233695652,189,22832,0.38060686,0.372340426,1,male,0,1,0,1,7.5833335,332.57144,24.923077,3010.8132,2439.3354,1740.5778,120.80423
704,704,3.454545455,2.466666667,66,114,0.678571429,0.65,1,female,0,0,0,,6.9166665,11.277108,9.542169,16.481928,38.957283,27.816868,1.7272727
705,705,1.907990315,1.776744186,1820,937,,,1,female,0,0,0,,9.333333,110.57143,195,100.39286,210.96921,196.45714,0.5148352
706,706,1,0,46,38,0.551724138,0.432432432,1,female,0,0,0,,9.333333,9.964286,4.928571,4.071429,9.964286,0,0.82608694
707,707,2.744680851,2.012987013,866,717,0.554896142,0.477958237,1,female,0,0,0,,6.4166665,122.96104,134.96104,111.74026,337.4888,247.51897,0.8279446
708,708,1.952531646,2.326923077,672,253,0.559322034,0.496969697,1,female,0,0,0,,2.75,261.81818,244.36363,92,511.20828,609.2308,0.3764881
709,709,1.428571429,2.25,25,13,0.692307692,0.88,1,female,0,0,0,,5.1666665,3.8709676,4.83871,2.516129,5.529954,8.709677,0.52
